[2026-04-07 14:11:58] Pre-building release binaries...
    Finished `release` profile [optimized] target(s) in 0.31s
[2026-04-07 14:11:59] === AlphaZero Loop Start (branch=rtx5090-4, run_dir=runs/rtx5090-4, iteration=1, games=3000x1gpu, sims=512+0/iter, max=512, min_chain=0, threads=1024) ===
[2026-04-07 14:11:59] --- Iteration 1 (sims=512, global_step=0) ---
[2026-04-07 14:11:59] Self-play start (m=24, c_visit=50.0, num_gpus=1, games_per_gpu=3000, total=3000)
[gpu0]     Finished `release` profile [optimized] target(s) in 0.30s
[gpu0]      Running `target/release/self-play --games 3000 --simulations 512 --c-puct-init 1.5 --c-puct-base 19652.0 --m 24 --c-visit 50.0 --gamma 0.95 --min-chain 0 --threads 1024 --batch-size 4096 --num-leaves 1 --model-path runs/rtx5090-4/artifacts/puyo_model --cols 6 --rows 14 --num-colors 4 --residual-channels 256 --num-blocks 6 --policy-conv-channels 2 --value-conv-channels 1 --value-hidden 256 --film-hidden 256 --output runs/rtx5090-4/data/alphazero_iter_1_gpu0.bin`
[gpu0] games=3000, simulations=512, c_puct_init=1.5, c_puct_base=19652, m=24, c_visit=50, gamma=0.95, num_leaves=1, min_chain=0
[gpu0] Game config: cols=6, rows=14, num_colors=4, residual_channels=256, num_blocks=6, policy_conv_ch=2, value_conv_ch=1, value_hidden=256, film_hidden=256
[gpu0] Backend: Cuda (GPU) — Gumbel MCTS self-play (batched)
[gpu0] Failed to load model from runs/rtx5090-4/artifacts/puyo_model: FileNotFound("No such file or directory (os error 2)"). Initializing random weights
[gpu0] Using 1024 game threads, max_batch_size=4096
[gpu0] [2616/3000] samples: 130800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4870/3602 | 0.78 games/s | ETA: 494s
[gpu0] [2617/3000] samples: 130850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3620/3602 | 0.78 games/s | ETA: 492s
[gpu0] [2618/3000] samples: 130900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3700/3602 | 0.78 games/s | ETA: 491s
[gpu0] [2619/3000] samples: 130950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4470/3602 | 0.78 games/s | ETA: 489s
[gpu0] [2620/3000] samples: 131000 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4540/3602 | 0.78 games/s | ETA: 488s
[gpu0] [2621/3000] samples: 131050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3602 | 0.78 games/s | ETA: 486s
[gpu0] [2622/3000] samples: 131100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2580/3602 | 0.78 games/s | ETA: 485s
[gpu0] [2623/3000] samples: 131150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3602 | 0.78 games/s | ETA: 483s
[gpu0] [2624/3000] samples: 131200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4320/3602 | 0.78 games/s | ETA: 482s
[gpu0] [2626/3000] samples: 131300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2940/3602 | 0.78 games/s | ETA: 479s
[gpu0] [2625/3000] samples: 131250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3602 | 0.78 games/s | ETA: 480s
[gpu0] [2627/3000] samples: 131350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3320/3602 | 0.78 games/s | ETA: 477s
[gpu0] [2628/3000] samples: 131400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4630/3602 | 0.78 games/s | ETA: 476s
[gpu0] [2631/3000] samples: 131550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3760/3603 | 0.78 games/s | ETA: 472s
[gpu0] [2629/3000] samples: 131450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3602 | 0.78 games/s | ETA: 475s
[gpu0] [2630/3000] samples: 131500 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 6440/3603 | 0.78 games/s | ETA: 473s
[gpu0] [2632/3000] samples: 131600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3400/3603 | 0.78 games/s | ETA: 470s
[gpu0] [2633/3000] samples: 131650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3500/3603 | 0.78 games/s | ETA: 469s
[gpu0] [2634/3000] samples: 131700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2460/3603 | 0.78 games/s | ETA: 467s
[gpu0] [2635/3000] samples: 131750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3602 | 0.78 games/s | ETA: 466s
[gpu0] [2636/3000] samples: 131800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2730/3602 | 0.78 games/s | ETA: 464s
[gpu0] [2637/3000] samples: 131850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4900/3602 | 0.78 games/s | ETA: 463s
[gpu0] [2638/3000] samples: 131900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5340/3603 | 0.78 games/s | ETA: 461s
[gpu0] [2639/3000] samples: 131950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4420/3603 | 0.78 games/s | ETA: 460s
[gpu0] [2640/3000] samples: 132000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3603 | 0.79 games/s | ETA: 459s
[gpu0] [2641/3000] samples: 132050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2900/3603 | 0.79 games/s | ETA: 457s
[gpu0] [2642/3000] samples: 132100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3740/3603 | 0.79 games/s | ETA: 456s
[gpu0] [2643/3000] samples: 132150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4170/3603 | 0.79 games/s | ETA: 454s
[gpu0] [2644/3000] samples: 132200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3040/3603 | 0.79 games/s | ETA: 453s
[gpu0] [2645/3000] samples: 132250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3970/3603 | 0.79 games/s | ETA: 451s
[gpu0] [2646/3000] samples: 132300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3360/3603 | 0.79 games/s | ETA: 450s
[gpu0] [2647/3000] samples: 132350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3603 | 0.79 games/s | ETA: 448s
[gpu0] [2648/3000] samples: 132400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3603 | 0.79 games/s | ETA: 447s
[gpu0] [2650/3000] samples: 132500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3603 | 0.79 games/s | ETA: 444s
[gpu0] [2649/3000] samples: 132450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3603 | 0.79 games/s | ETA: 446s
[gpu0] [2651/3000] samples: 132550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3580/3603 | 0.79 games/s | ETA: 443s
[gpu0] [2652/3000] samples: 132600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3180/3603 | 0.79 games/s | ETA: 441s
[gpu0] [2653/3000] samples: 132650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3350/3602 | 0.79 games/s | ETA: 440s
[gpu0] [2654/3000] samples: 132700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3640/3602 | 0.79 games/s | ETA: 438s
[gpu0] [2656/3000] samples: 132800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3602 | 0.79 games/s | ETA: 436s
[gpu0] [2658/3000] samples: 132900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3602 | 0.79 games/s | ETA: 433s
[gpu0] [2657/3000] samples: 132850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3602 | 0.79 games/s | ETA: 434s
[gpu0] [2655/3000] samples: 132750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3602 | 0.79 games/s | ETA: 437s
[gpu0] [2659/3000] samples: 132950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3620/3602 | 0.79 games/s | ETA: 431s
[gpu0] [2661/3000] samples: 133050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3720/3602 | 0.79 games/s | ETA: 428s
[gpu0] [2660/3000] samples: 133000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3860/3602 | 0.79 games/s | ETA: 430s
[gpu0] [2662/3000] samples: 133100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3600/3602 | 0.79 games/s | ETA: 427s
[gpu0] [2663/3000] samples: 133150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3602 | 0.79 games/s | ETA: 426s
[gpu0] [2664/3000] samples: 133200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3500/3602 | 0.79 games/s | ETA: 424s
[gpu0] [2665/3000] samples: 133250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3040/3602 | 0.79 games/s | ETA: 423s
[gpu0] [2666/3000] samples: 133300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3760/3602 | 0.79 games/s | ETA: 421s
[gpu0] [2667/3000] samples: 133350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3740/3602 | 0.79 games/s | ETA: 420s
[gpu0] [2668/3000] samples: 133400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3520/3602 | 0.79 games/s | ETA: 418s
[gpu0] [2669/3000] samples: 133450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3270/3602 | 0.79 games/s | ETA: 417s
[gpu0] [2670/3000] samples: 133500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4180/3602 | 0.79 games/s | ETA: 416s
[gpu0] [2674/3000] samples: 133700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2880/3603 | 0.80 games/s | ETA: 410s
[gpu0] [2676/3000] samples: 133800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4460/3603 | 0.80 games/s | ETA: 407s
[gpu0] [2678/3000] samples: 133900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4540/3604 | 0.80 games/s | ETA: 404s
[gpu0] [2673/3000] samples: 133650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4720/3604 | 0.79 games/s | ETA: 411s
[gpu0] [2675/3000] samples: 133750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2540/3603 | 0.80 games/s | ETA: 409s
[gpu0] [2671/3000] samples: 133550 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5380/3602 | 0.79 games/s | ETA: 414s
[gpu0] [2677/3000] samples: 133850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4240/3604 | 0.80 games/s | ETA: 406s
[gpu0] [2672/3000] samples: 133600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5700/3603 | 0.79 games/s | ETA: 413s
[gpu0] [2679/3000] samples: 133950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2840/3604 | 0.80 games/s | ETA: 403s
[gpu0] [2680/3000] samples: 134000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4290/3604 | 0.80 games/s | ETA: 402s
[gpu0] [2681/3000] samples: 134050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4320/3604 | 0.80 games/s | ETA: 400s
[gpu0] [2682/3000] samples: 134100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3480/3604 | 0.80 games/s | ETA: 399s
[gpu0] [2683/3000] samples: 134150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3604 | 0.80 games/s | ETA: 397s
[gpu0] [2684/3000] samples: 134200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3604 | 0.80 games/s | ETA: 396s
[gpu0] [2685/3000] samples: 134250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4780/3604 | 0.80 games/s | ETA: 395s
[gpu0] [2687/3000] samples: 134350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3960/3604 | 0.80 games/s | ETA: 392s
[gpu0] [2686/3000] samples: 134300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2760/3604 | 0.80 games/s | ETA: 393s
[gpu0] [2688/3000] samples: 134400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3500/3604 | 0.80 games/s | ETA: 390s
[gpu0] [2689/3000] samples: 134450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3800/3604 | 0.80 games/s | ETA: 389s
[gpu0] [2690/3000] samples: 134500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2960/3604 | 0.80 games/s | ETA: 388s
[gpu0] [2691/3000] samples: 134550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2610/3603 | 0.80 games/s | ETA: 386s
[gpu0] [2692/3000] samples: 134600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3603 | 0.80 games/s | ETA: 385s
[gpu0] [2694/3000] samples: 134700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3603 | 0.80 games/s | ETA: 382s
[gpu0] [2693/3000] samples: 134650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3830/3603 | 0.80 games/s | ETA: 383s
[gpu0] [2695/3000] samples: 134750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3700/3603 | 0.80 games/s | ETA: 381s
[gpu0] [2696/3000] samples: 134800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3603 | 0.80 games/s | ETA: 379s
[gpu0] [2697/3000] samples: 134850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3200/3603 | 0.80 games/s | ETA: 378s
[gpu0] [2698/3000] samples: 134900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2180/3602 | 0.80 games/s | ETA: 376s
[gpu0] [2699/3000] samples: 135000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3604 | 0.80 games/s | ETA: 375s
[gpu0] [2703/3000] samples: 135200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3604 | 0.80 games/s | ETA: 370s
[gpu0] [2709/3000] samples: 135450 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5200/3602 | 0.81 games/s | ETA: 361s
[gpu0] [2711/3000] samples: 135550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2820/3602 | 0.81 games/s | ETA: 359s
[gpu0] [2702/3000] samples: 135100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4520/3603 | 0.80 games/s | ETA: 371s
[gpu0] [2704/3000] samples: 135200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3140/3603 | 0.80 games/s | ETA: 368s
[gpu0] [2706/3000] samples: 135300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2360/3602 | 0.80 games/s | ETA: 365s
[gpu0] [2707/3000] samples: 135350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3400/3602 | 0.80 games/s | ETA: 364s
[gpu0] [2701/3000] samples: 135050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3800/3603 | 0.80 games/s | ETA: 372s
[gpu0] [2708/3000] samples: 135400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2780/3602 | 0.81 games/s | ETA: 363s
[gpu0] [2712/3000] samples: 135600 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5180/3602 | 0.81 games/s | ETA: 357s
[gpu0] [2713/3000] samples: 135650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3920/3602 | 0.81 games/s | ETA: 356s
[gpu0] [2714/3000] samples: 135700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3920/3603 | 0.81 games/s | ETA: 354s
[gpu0] [2715/3000] samples: 135750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3603 | 0.81 games/s | ETA: 353s
[gpu0] [2716/3000] samples: 135800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4000/3603 | 0.81 games/s | ETA: 352s
[gpu0] [2717/3000] samples: 135850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4270/3603 | 0.81 games/s | ETA: 350s
[gpu0] [2718/3000] samples: 135900 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5240/3604 | 0.81 games/s | ETA: 349s
[gpu0] [2719/3000] samples: 135950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2140/3603 | 0.81 games/s | ETA: 348s
[gpu0] [2710/3000] samples: 135500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3360/3602 | 0.81 games/s | ETA: 360s
[gpu0] [2700/3000] samples: 135000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4680/3603 | 0.80 games/s | ETA: 374s
[gpu0] [2720/3000] samples: 136000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3603 | 0.81 games/s | ETA: 346s
[gpu0] [2705/3000] samples: 135300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2520/3603 | 0.80 games/s | ETA: 367s
[gpu0] [2721/3000] samples: 136050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4780/3603 | 0.81 games/s | ETA: 345s
[gpu0] [2724/3000] samples: 136200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3460/3603 | 0.81 games/s | ETA: 341s
[gpu0] [2723/3000] samples: 136150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3603 | 0.81 games/s | ETA: 342s
[gpu0] [2722/3000] samples: 136100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2740/3603 | 0.81 games/s | ETA: 343s
[gpu0] [2725/3000] samples: 136250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2980/3603 | 0.81 games/s | ETA: 339s
[gpu0] [2726/3000] samples: 136300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3603 | 0.81 games/s | ETA: 338s
[gpu0] [2727/3000] samples: 136350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3603 | 0.81 games/s | ETA: 337s
[gpu0] [2728/3000] samples: 136400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3603 | 0.81 games/s | ETA: 335s
[gpu0] [2729/3000] samples: 136450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4040/3603 | 0.81 games/s | ETA: 336s
[gpu0] [2735/3000] samples: 136800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3960/3606 | 0.81 games/s | ETA: 328s
[gpu0] [2732/3000] samples: 136600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4280/3604 | 0.81 games/s | ETA: 332s
[gpu0] [2731/3000] samples: 136550 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5920/3604 | 0.81 games/s | ETA: 333s
[gpu0] [2733/3000] samples: 136650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4120/3604 | 0.81 games/s | ETA: 331s
[gpu0] [2736/3000] samples: 136800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3110/3604 | 0.81 games/s | ETA: 326s
[gpu0] [2734/3000] samples: 136800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3500/3607 | 0.81 games/s | ETA: 329s
[gpu0] [2738/3000] samples: 136900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4100/3604 | 0.81 games/s | ETA: 324s
[gpu0] [2740/3000] samples: 137000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5060/3605 | 0.81 games/s | ETA: 321s
[gpu0] [2741/3000] samples: 137050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3820/3605 | 0.81 games/s | ETA: 320s
[gpu0] [2739/3000] samples: 136950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2740/3604 | 0.81 games/s | ETA: 322s
[gpu0] [2742/3000] samples: 137100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4160/3605 | 0.81 games/s | ETA: 318s
[gpu0] [2743/3000] samples: 137150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3100/3605 | 0.81 games/s | ETA: 317s
[gpu0] [2744/3000] samples: 137200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3605 | 0.81 games/s | ETA: 316s
[gpu0] [2745/3000] samples: 137250 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5420/3605 | 0.81 games/s | ETA: 314s
[gpu0] [2746/3000] samples: 137300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3160/3605 | 0.81 games/s | ETA: 313s
[gpu0] [2747/3000] samples: 137350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4760/3606 | 0.81 games/s | ETA: 312s
[gpu0] [2730/3000] samples: 136500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3603 | 0.81 games/s | ETA: 335s
[gpu0] [2748/3000] samples: 137400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3606 | 0.81 games/s | ETA: 310s
[gpu0] [2737/3000] samples: 136900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3400/3606 | 0.81 games/s | ETA: 325s
[gpu0] [2750/3000] samples: 137500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3360/3606 | 0.81 games/s | ETA: 308s
[gpu0] [2749/3000] samples: 137450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4550/3606 | 0.81 games/s | ETA: 309s
[gpu0] [2751/3000] samples: 137550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4180/3606 | 0.81 games/s | ETA: 306s
[gpu0] [2752/3000] samples: 137600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2670/3606 | 0.81 games/s | ETA: 305s
[gpu0] [2753/3000] samples: 137650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3606 | 0.81 games/s | ETA: 304s
[gpu0] [2754/3000] samples: 137700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3560/3606 | 0.81 games/s | ETA: 302s
[gpu0] [2757/3000] samples: 137850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2880/3605 | 0.81 games/s | ETA: 298s
[gpu0] [2761/3000] samples: 138050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3540/3605 | 0.82 games/s | ETA: 293s
[gpu0] [2765/3000] samples: 138250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4740/3605 | 0.82 games/s | ETA: 288s
[gpu0] [2758/3000] samples: 137900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3606 | 0.82 games/s | ETA: 297s
[gpu0] [2760/3000] samples: 138000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2760/3605 | 0.82 games/s | ETA: 294s
[gpu0] [2759/3000] samples: 137950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3605 | 0.82 games/s | ETA: 296s
[gpu0] [2763/3000] samples: 138150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3880/3604 | 0.82 games/s | ETA: 290s
[gpu0] [2762/3000] samples: 138100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1960/3604 | 0.82 games/s | ETA: 292s
[gpu0] [2756/3000] samples: 137800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3840/3606 | 0.81 games/s | ETA: 300s
[gpu0] [2766/3000] samples: 138300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3605 | 0.82 games/s | ETA: 286s
[gpu0] [2767/3000] samples: 138350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2880/3605 | 0.82 games/s | ETA: 285s
[gpu0] [2768/3000] samples: 138400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2540/3605 | 0.82 games/s | ETA: 284s
[gpu0] [2769/3000] samples: 138450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3460/3605 | 0.82 games/s | ETA: 282s
[gpu0] [2770/3000] samples: 138500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3604 | 0.82 games/s | ETA: 281s
[gpu0] [2764/3000] samples: 138200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4420/3605 | 0.82 games/s | ETA: 289s
[gpu0] [2755/3000] samples: 137750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3280/3606 | 0.81 games/s | ETA: 301s
[gpu0] [2771/3000] samples: 138550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3440/3604 | 0.82 games/s | ETA: 280s
[gpu0] [2772/3000] samples: 138600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3604 | 0.82 games/s | ETA: 278s
[gpu0] [2773/3000] samples: 138650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3830/3604 | 0.82 games/s | ETA: 277s
[gpu0] [2774/3000] samples: 138700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4380/3604 | 0.82 games/s | ETA: 276s
[gpu0] [2775/3000] samples: 138750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3460/3604 | 0.82 games/s | ETA: 274s
[gpu0] [2776/3000] samples: 138800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3820/3604 | 0.82 games/s | ETA: 273s
[gpu0] [2777/3000] samples: 138850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2500/3604 | 0.82 games/s | ETA: 272s
[gpu0] [2780/3000] samples: 139000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2660/3604 | 0.82 games/s | ETA: 268s
[gpu0] [2781/3000] samples: 139050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3310/3604 | 0.82 games/s | ETA: 266s
[gpu0] [2782/3000] samples: 139100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3340/3604 | 0.82 games/s | ETA: 265s
[gpu0] [2778/3000] samples: 138900 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4080/3604 | 0.82 games/s | ETA: 270s
[gpu0] [2783/3000] samples: 139150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3380/3604 | 0.82 games/s | ETA: 264s
[gpu0] [2784/3000] samples: 139200 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5560/3604 | 0.82 games/s | ETA: 263s
[gpu0] [2785/3000] samples: 139250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4720/3605 | 0.82 games/s | ETA: 261s
[gpu0] [2786/3000] samples: 139300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3605 | 0.82 games/s | ETA: 260s
[gpu0] [2788/3000] samples: 139400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4000/3605 | 0.82 games/s | ETA: 257s
[gpu0] [2787/3000] samples: 139350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3620/3605 | 0.82 games/s | ETA: 259s
[gpu0] [2789/3000] samples: 139450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2740/3605 | 0.82 games/s | ETA: 256s
[gpu0] [2779/3000] samples: 138950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3680/3604 | 0.82 games/s | ETA: 269s
[gpu0] [2791/3000] samples: 139550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2740/3605 | 0.82 games/s | ETA: 253s
[gpu0] [2790/3000] samples: 139500 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5650/3605 | 0.82 games/s | ETA: 255s
[gpu0] [2792/3000] samples: 139600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3640/3605 | 0.83 games/s | ETA: 252s
[gpu0] [2793/3000] samples: 139650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3500/3605 | 0.83 games/s | ETA: 251s
